ProductID, Category, Brand,  Price , Vegan
108,Haircare,Glimmer & Glow,75.60,No
109,Fragrance,Fantasy,21.65,No
110,Makeup,Mystique,39.35,Yes
111,Fragrance,Velvet Vixen,12.70,No
112,Fragrance,Mystique,41.96,No
113,Skincare,Dazzle Dream,50.41,No
114,Nail Care,Dazzle Dream,41.17,Yes
115,Fragrance,Luxe Mirage,42.38,No
116,Haircare,Velvet Vixen,66.55,Yes
117,Nail Care,Velvet Vixen,50.80,Yes
118,Body Care,Mystique,16.95,Yes
119,Body Care,Mystique,51.97,No
120,Haircare,Fantasy,83.14,Yes
121,Haircare,Dazzle Dream,59.22,No
122,Nail Care,Dazzle Dream,32.28,No
123,Skincare,Glimmer & Glow,15.90,No
124,Skincare,Velvet Vixen,14.25,No
125,Makeup,Velvet Vixen,78.99,Yes
126,Skincare,Fantasy,85.41,Yes
127,Body Care,Fantasy,33.97,No
128,Makeup,Luxe Mirage,96.30,No
129,Makeup,Mystique,92.33,No
130,Nail Care,Velvet Vixen,14.64,No
131,Haircare,Fantasy,53.21,Yes
132,Body Care,Dazzle Dream,79.22,Yes
133,Skincare,Glimmer & Glow,36.02,No
134,Makeup,Fantasy,40.70,Yes
135,Haircare,Fantasy,32.83,Yes
136,Haircare,Dazzle Dream,84.31,No
137,Nail Care,Fantasy,26.25,No
138,Fragrance,Luxe Mirage,19.12,Yes
139,Nail Care,Velvet Vixen,77.22,Yes
140,Body Care,Mystique,54.50,No
141,Skincare,Mystique,79.26,Yes
142,Body Care,Mystique,90.30,No
143,Haircare,Mystique,83.85,Yes
144,Body Care,Glimmer & Glow,31.64,Yes
145,Haircare,Mystique,32.40,No
146,Nail Care,Mystique,78.89,Yes
147,Nail Care,Mystique,23.79,No
148,Body Care,Mystique,69.88,Yes
149,Haircare,Luxe Mirage,60.14,No
150,Nail Care,Mystique,46.42,No
151,Makeup,Dazzle Dream,52.87,No
152,Nail Care,Mystique,93.99,Yes
153,Body Care,Mystique,61.22,No
154,Makeup,Velvet Vixen,24.62,Yes
155,Haircare,Fantasy,23.90,Yes
156,Fragrance,Mystique,66.24,Yes
157,Makeup,Dazzle Dream,10.95,No
158,Fragrance,Mystique,23.33,No
159,Haircare,Fantasy,24.70,Yes
160,Skincare,Glimmer & Glow,39.42,No
161,Body Care,Mystique,41.51,No
162,Makeup,Velvet Vixen,71.29,Yes
163,Body Care,Dazzle Dream,23.47,No
164,Body Care,Dazzle Dream,30.31,Yes
165,Nail Care,Mystique,38.46,Yes
166,Body Care,Dazzle Dream,97.54,No
167,Haircare,Fantasy,14.76,Yes
168,Makeup,Mystique,73.37,No
169,Fragrance,Fantasy,55.01,No
170,Body Care,Mystique,35.86,Yes
171,Makeup,Dazzle Dream,12.04,Yes
172,Body Care,Mystique,16.49,No
173,Body Care,Mystique,28.44,Yes
174,Body Care,Velvet Vixen,60.15,No
175,Fragrance,Glimmer & Glow,92.55,Yes
176,Fragrance,Fantasy,55.19,No
177,Fragrance,Dazzle Dream,66.26,No
178,Fragrance,Dazzle Dream,39.16,Yes
179,Haircare,Fantasy,46.08,No
180,Haircare,Fantasy,74.99,No
181,Nail Care,Fantasy,53.81,No
182,Haircare,Luxe Mirage,71.22,No
183,Nail Care,Mystique,39.72,No
184,Fragrance,Dazzle Dream,70.62,No
185,Nail Care,Dazzle Dream,71.58,Yes
186,Body Care,Glimmer & Glow,85.10,Yes
187,Nail Care,Dazzle Dream,78.74,No
188,Body Care,Luxe Mirage,70.96,Yes
189,Fragrance,Mystique,74.14,Yes
190,Haircare,Mystique,66.72,Yes
191,Body Care,Luxe Mirage,45.46,Yes
192,Fragrance,Fantasy,62.92,Yes
193,Fragrance,Glimmer & Glow,60.61,Yes
194,Haircare,Velvet Vixen,24.82,No
195,Body Care,Fantasy,22.85,Yes
196,Body Care,Velvet Vixen,84.53,No
197,Haircare,Dazzle Dream,65.39,No
198,Makeup,Fantasy,63.44,No
199,Nail Care,Velvet Vixen,34.79,No
200,Fragrance,Velvet Vixen,17.54,No
201,Body Care,Fantasy,53.50,No
202,Haircare,Glimmer & Glow,57.93,Yes
203,Nail Care,Dazzle Dream,68.75,No
204,Body Care,Glimmer & Glow,50.86,Yes
205,Body Care,Fantasy,93.96,Yes
206,Fragrance,Dazzle Dream,23.48,Yes
207,Nail Care,Dazzle Dream,71.93,Yes
208,Nail Care,Glimmer & Glow,94.93,No
209,Nail Care,Glimmer & Glow,72.00,No
210,Makeup,Luxe Mirage,67.50,Yes
211,Haircare,Velvet Vixen,41.88,No
212,Fragrance,Mystique,79.21,Yes
213,Skincare,Fantasy,56.87,No
214,Makeup,Mystique,75.49,No
215,Haircare,Fantasy,71.09,Yes
216,Body Care,Dazzle Dream,75.01,Yes
217,Nail Care,Dazzle Dream,15.00,Yes
218,Haircare,Fantasy,53.19,Yes
219,Haircare,Luxe Mirage,74.52,Yes
220,Fragrance,Dazzle Dream,86.79,No
221,Body Care,Mystique,19.43,No
222,Haircare,Fantasy,21.05,No
223,Skincare,Velvet Vixen,92.94,Yes
224,Fragrance,Mystique,76.98,No
225,Nail Care,Fantasy,80.98,No
226,Skincare,Velvet Vixen,41.79,No
227,Skincare,Mystique,39.38,Yes
228,Skincare,Glimmer & Glow,22.93,Yes
229,Nail Care,Dazzle Dream,12.79,No
230,Nail Care,Fantasy,40.22,No
231,Nail Care,Glimmer & Glow,67.15,No
232,Makeup,Glimmer & Glow,80.10,Yes
233,Makeup,Luxe Mirage,70.17,No
234,Body Care,Luxe Mirage,78.09,Yes
235,Fragrance,Velvet Vixen,27.94,No
236,Skincare,Fantasy,28.66,Yes
237,Body Care,Dazzle Dream,71.59,Yes
238,Fragrance,Fantasy,29.85,Yes
239,Skincare,Luxe Mirage,48.09,Yes
240,Body Care,Mystique,10.95,Yes
241,Fragrance,Glimmer & Glow,26.06,Yes
242,Haircare,Dazzle Dream,99.04,Yes
243,Fragrance,Dazzle Dream,37.29,Yes
244,Fragrance,Dazzle Dream,99.44,Yes
245,Nail Care,Dazzle Dream,63.44,Yes
246,Haircare,Dazzle Dream,83.60,No
247,Skincare,Glimmer & Glow,26.26,Yes
248,Skincare,Fantasy,99.48,No
249,Makeup,Glimmer & Glow,27.28,Yes
250,Fragrance,Luxe Mirage,20.78,No
251,Makeup,Luxe Mirage,23.20,No
252,Body Care,Dazzle Dream,95.66,No
253,Skincare,Fantasy,26.03,Yes
254,Fragrance,Luxe Mirage,86.06,Yes
255,Fragrance,Glimmer & Glow,34.47,Yes
256,Fragrance,Fantasy,62.04,Yes
257,Fragrance,Dazzle Dream,17.71,No
258,Fragrance,Luxe Mirage,28.12,Yes
259,Body Care,Glimmer & Glow,94.24,No
260,Body Care,Mystique,56.43,No
261,Makeup,Dazzle Dream,32.99,Yes
262,Nail Care,Mystique,21.35,No
263,Skincare,Mystique,73.96,Yes
264,Body Care,Glimmer & Glow,75.64,No
265,Haircare,Fantasy,72.61,Yes
266,Body Care,Dazzle Dream,45.99,Yes
267,Skincare,Luxe Mirage,67.20,Yes
268,Skincare,Velvet Vixen,64.47,No
269,Haircare,Mystique,57.89,No
270,Skincare,Velvet Vixen,99.68,No
271,Fragrance,Mystique,31.38,Yes
272,Fragrance,Velvet Vixen,89.69,No
273,Body Care,Mystique,63.57,Yes
274,Skincare,Dazzle Dream,62.00,Yes
275,Fragrance,Fantasy,26.56,Yes
276,Body Care,Luxe Mirage,51.76,Yes
277,Haircare,Luxe Mirage,26.28,No
278,Makeup,Mystique,16.28,No
279,Haircare,Velvet Vixen,57.08,Yes
280,Haircare,Velvet Vixen,65.08,No
281,Haircare,Luxe Mirage,41.52,No
282,Haircare,Luxe Mirage,63.07,No
283,Skincare,Dazzle Dream,58.12,No
284,Haircare,Mystique,42.82,No
285,Skincare,Luxe Mirage,49.79,Yes
286,Skincare,Luxe Mirage,29.41,Yes
287,Fragrance,Glimmer & Glow,78.15,No
288,Makeup,Glimmer & Glow,12.80,No
289,Skincare,Glimmer & Glow,70.74,Yes
290,Nail Care,Glimmer & Glow,76.02,Yes
291,Body Care,Fantasy,76.82,No
292,Skincare,Mystique,70.46,Yes
293,Nail Care,Glimmer & Glow,67.01,Yes
294,Fragrance,Dazzle Dream,11.24,Yes
295,Nail Care,Luxe Mirage,48.50,Yes
296,Haircare,Mystique,47.42,Yes
297,Skincare,Dazzle Dream,36.82,No
298,Fragrance,Glimmer & Glow,59.18,Yes
299,Makeup,Luxe Mirage,29.32,No
300,Haircare,Glimmer & Glow,24.11,No
301,Skincare,Glimmer & Glow,78.07,No
302,Skincare,Velvet Vixen,43.93,Yes
303,Body Care,Luxe Mirage,89.85,Yes
304,Skincare,Glimmer & Glow,44.20,Yes
305,Nail Care,Luxe Mirage,66.87,Yes
306,Skincare,Glimmer & Glow,47.06,No
307,Makeup,Velvet Vixen,33.34,Yes
308,Skincare,Luxe Mirage,22.53,No
309,Skincare,Mystique,65.65,Yes
310,Haircare,Fantasy,84.71,Yes
311,Skincare,Velvet Vixen,27.48,Yes
312,Fragrance,Dazzle Dream,21.23,Yes
313,Nail Care,Fantasy,63.33,No
314,Body Care,Velvet Vixen,69.84,No
315,Makeup,Fantasy,50.72,No
316,Makeup,Dazzle Dream,79.36,Yes
317,Nail Care,Mystique,17.68,Yes
318,Haircare,Dazzle Dream,46.02,Yes
319,Haircare,Velvet Vixen,77.36,Yes
320,Skincare,Velvet Vixen,60.21,Yes
321,Skincare,Velvet Vixen,51.97,No
322,Makeup,Dazzle Dream,94.33,No
323,Nail Care,Dazzle Dream,73.41,No
324,Makeup,Velvet Vixen,21.24,Yes
325,Skincare,Mystique,95.39,No
326,Makeup,Mystique,27.37,No
327,Nail Care,Dazzle Dream,13.02,No
328,Body Care,Luxe Mirage,44.44,Yes
329,Skincare,Luxe Mirage,80.59,No
330,Makeup,Luxe Mirage,60.36,Yes
331,Body Care,Fantasy,37.11,Yes
332,Skincare,Mystique,67.27,Yes
333,Makeup,Glimmer & Glow,79.04,Yes
334,Haircare,Mystique,35.40,No
335,Skincare,Dazzle Dream,60.99,Yes
336,Haircare,Dazzle Dream,34.32,No
337,Skincare,Fantasy,16.04,No
338,Skincare,Velvet Vixen,54.05,No
339,Makeup,Luxe Mirage,35.63,Yes
340,Haircare,Luxe Mirage,76.60,No
341,Skincare,Luxe Mirage,51.14,Yes
342,Skincare,Dazzle Dream,58.40,No
343,Makeup,Fantasy,50.87,Yes
344,Nail Care,Velvet Vixen,25.75,No
345,Haircare,Luxe Mirage,47.25,Yes
346,Fragrance,Glimmer & Glow,60.13,No
347,Haircare,Mystique,39.73,No
348,Makeup,Dazzle Dream,32.01,No
349,Makeup,Fantasy,86.33,Yes
350,Skincare,Dazzle Dream,92.92,Yes
351,Fragrance,Velvet Vixen,74.27,Yes
352,Fragrance,Glimmer & Glow,21.25,No
353,Makeup,Luxe Mirage,82.16,No
354,Haircare,Glimmer & Glow,14.40,No
355,Fragrance,Fantasy,36.91,Yes
356,Haircare,Fantasy,74.76,Yes
357,Fragrance,Velvet Vixen,35.49,No
358,Nail Care,Velvet Vixen,72.56,Yes
359,Nail Care,Velvet Vixen,51.17,Yes
360,Nail Care,Dazzle Dream,73.46,Yes
361,Fragrance,Luxe Mirage,55.97,No
362,Body Care,Mystique,86.87,Yes
363,Fragrance,Luxe Mirage,50.61,Yes
364,Fragrance,Dazzle Dream,94.16,No
365,Makeup,Dazzle Dream,53.83,No
366,Haircare,Dazzle Dream,55.43,No
367,Nail Care,Luxe Mirage,71.38,No
368,Haircare,Mystique,83.59,No
369,Haircare,Luxe Mirage,25.07,No
370,Body Care,Luxe Mirage,97.89,Yes
371,Fragrance,Glimmer & Glow,54.75,No
372,Body Care,Luxe Mirage,20.68,No
373,Fragrance,Luxe Mirage,65.45,Yes
374,Body Care,Dazzle Dream,46.96,Yes
375,Makeup,Dazzle Dream,58.27,No
376,Makeup,Velvet Vixen,86.40,No
377,Haircare,Glimmer & Glow,79.68,No
378,Body Care,Velvet Vixen,31.36,No
379,Haircare,Glimmer & Glow,64.75,No
380,Body Care,Velvet Vixen,26.36,No
381,Nail Care,Fantasy,45.60,No
382,Makeup,Glimmer & Glow,56.46,Yes
383,Skincare,Luxe Mirage,13.59,No
384,Body Care,Dazzle Dream,14.57,No
385,Skincare,Luxe Mirage,63.38,Yes
386,Skincare,Dazzle Dream,47.89,Yes
387,Body Care,Fantasy,66.62,No
388,Makeup,Glimmer & Glow,82.95,Yes
389,Body Care,Dazzle Dream,82.52,No
390,Makeup,Mystique,33.78,No
391,Body Care,Dazzle Dream,23.14,Yes
392,Body Care,Glimmer & Glow,80.67,Yes
393,Skincare,Glimmer & Glow,64.14,No
394,Body Care,Mystique,93.63,Yes
395,Nail Care,Velvet Vixen,78.82,No
396,Body Care,Velvet Vixen,25.41,Yes
397,Nail Care,Dazzle Dream,41.13,No
398,Skincare,Glimmer & Glow,68.60,No
399,Body Care,Mystique,17.67,Yes
400,Haircare,Dazzle Dream,34.43,No
401,Skincare,Mystique,41.75,No
402,Fragrance,Glimmer & Glow,92.44,No
403,Skincare,Velvet Vixen,90.87,Yes
404,Body Care,Fantasy,57.49,Yes
405,Fragrance,Fantasy,62.12,No
406,Nail Care,Glimmer & Glow,42.83,No
407,Nail Care,Dazzle Dream,26.56,Yes
408,Body Care,Dazzle Dream,38.73,Yes
409,Haircare,Mystique,61.12,No
410,Fragrance,Glimmer & Glow,56.54,Yes
411,Body Care,Mystique,15.20,Yes
412,Nail Care,Velvet Vixen,94.51,Yes
413,Body Care,Dazzle Dream,43.01,No
414,Fragrance,Luxe Mirage,44.60,No
415,Makeup,Mystique,83.97,No
416,Skincare,Mystique,74.59,Yes
417,Skincare,Dazzle Dream,81.48,No
418,Fragrance,Velvet Vixen,60.48,No
419,Skincare,Dazzle Dream,88.13,No
420,Skincare,Glimmer & Glow,62.58,Yes
421,Skincare,Fantasy,48.19,No
422,Makeup,Mystique,91.19,No
423,Body Care,Dazzle Dream,58.03,No
424,Body Care,Luxe Mirage,77.42,No
425,Haircare,Luxe Mirage,91.22,No
426,Skincare,Velvet Vixen,60.55,Yes
427,Body Care,Luxe Mirage,16.33,No
428,Haircare,Dazzle Dream,23.85,No
429,Haircare,Velvet Vixen,63.03,Yes
430,Fragrance,Glimmer & Glow,77.89,No
431,Nail Care,Glimmer & Glow,66.58,Yes
432,Haircare,Mystique,49.12,No
433,Fragrance,Luxe Mirage,94.83,No
434,Fragrance,Luxe Mirage,72.88,Yes
435,Body Care,Fantasy,57.66,Yes
436,Body Care,Velvet Vixen,56.10,No
437,Makeup,Fantasy,97.56,No
438,Nail Care,Luxe Mirage,66.90,No
439,Makeup,Fantasy,85.99,No
440,Body Care,Dazzle Dream,98.25,Yes
441,Skincare,Glimmer & Glow,76.34,Yes
442,Skincare,Velvet Vixen,33.09,No
443,Fragrance,Glimmer & Glow,21.28,Yes
444,Skincare,Luxe Mirage,97.00,No
445,Skincare,Glimmer & Glow,61.98,Yes
446,Body Care,Mystique,78.19,No
447,Nail Care,Fantasy,93.28,No
448,Nail Care,Mystique,59.56,No
449,Haircare,Fantasy,47.72,Yes
450,Haircare,Velvet Vixen,53.73,Yes
451,Makeup,Velvet Vixen,74.84,Yes
452,Skincare,Dazzle Dream,33.54,No
453,Haircare,Fantasy,37.23,No
454,Body Care,Glimmer & Glow,67.43,No
455,Makeup,Glimmer & Glow,35.21,No
456,Nail Care,Luxe Mirage,96.62,Yes
457,Nail Care,Glimmer & Glow,92.09,No
458,Fragrance,Velvet Vixen,88.50,Yes
459,Nail Care,Luxe Mirage,52.35,Yes
460,Skincare,Fantasy,74.13,Yes
461,Skincare,Dazzle Dream,27.76,Yes
462,Makeup,Glimmer & Glow,12.66,No
463,Body Care,Fantasy,78.16,Yes
464,Skincare,Fantasy,20.78,No
465,Makeup,Mystique,73.11,No
466,Nail Care,Glimmer & Glow,74.02,No
467,Makeup,Velvet Vixen,29.28,No
468,Skincare,Fantasy,60.66,Yes
469,Haircare,Glimmer & Glow,67.10,Yes
470,Haircare,Fantasy,47.80,No
471,Body Care,Luxe Mirage,87.46,Yes
472,Haircare,Fantasy,17.16,Yes
473,Makeup,Glimmer & Glow,52.45,Yes
474,Nail Care,Luxe Mirage,75.67,Yes
475,Haircare,Dazzle Dream,51.17,Yes
476,Haircare,Glimmer & Glow,62.16,No
477,Fragrance,Velvet Vixen,66.73,No
478,Fragrance,Mystique,96.82,No
479,Body Care,Velvet Vixen,49.66,No
480,Haircare,Luxe Mirage,68.09,Yes
481,Body Care,Fantasy,56.66,Yes
482,Skincare,Velvet Vixen,88.31,Yes
483,Nail Care,Dazzle Dream,16.20,Yes
484,Body Care,Fantasy,66.53,No
485,Skincare,Luxe Mirage,22.14,Yes
486,Fragrance,Fantasy,96.68,No
487,Skincare,Mystique,85.77,No
488,Skincare,Fantasy,52.21,Yes
489,Haircare,Mystique,88.77,Yes
490,Fragrance,Dazzle Dream,28.75,No
491,Makeup,Mystique,13.56,Yes
492,Fragrance,Dazzle Dream,97.68,Yes
493,Haircare,Glimmer & Glow,97.26,Yes
494,Makeup,Velvet Vixen,18.72,Yes
495,Fragrance,Luxe Mirage,45.49,No
496,Nail Care,Velvet Vixen,17.13,Yes
497,Makeup,Dazzle Dream,20.52,Yes
498,Body Care,Fantasy,62.95,Yes
499,Makeup,Velvet Vixen,81.98,No
500,Makeup,Glimmer & Glow,25.08,Yes
501,Makeup,Fantasy,42.01,Yes
502,Fragrance,Luxe Mirage,24.92,No
503,Nail Care,Luxe Mirage,44.31,Yes
504,Makeup,Velvet Vixen,69.03,Yes
505,Body Care,Velvet Vixen,49.14,Yes
506,Fragrance,Glimmer & Glow,31.46,Yes
507,Haircare,Velvet Vixen,25.37,No
508,Fragrance,Dazzle Dream,70.27,Yes
509,Fragrance,Mystique,60.65,Yes
510,Skincare,Fantasy,39.25,No
511,Skincare,Velvet Vixen,74.81,Yes
512,Skincare,Mystique,25.29,No
513,Nail Care,Fantasy,76.57,Yes
514,Skincare,Mystique,42.60,No
515,Fragrance,Velvet Vixen,65.72,Yes
516,Fragrance,Glimmer & Glow,42.32,No
517,Makeup,Glimmer & Glow,22.64,No
518,Body Care,Fantasy,40.18,Yes
519,Makeup,Mystique,90.73,No
520,Body Care,Dazzle Dream,97.36,No
521,Body Care,Fantasy,42.96,No
522,Skincare,Dazzle Dream,91.64,No
523,Nail Care,Fantasy,12.28,Yes
524,Body Care,Velvet Vixen,36.81,Yes
525,Body Care,Velvet Vixen,50.38,No
526,Body Care,Mystique,18.58,Yes
527,Haircare,Luxe Mirage,41.64,No
528,Makeup,Velvet Vixen,45.40,No
529,Nail Care,Mystique,58.74,Yes
530,Nail Care,Dazzle Dream,86.39,Yes
531,Body Care,Velvet Vixen,30.80,No
532,Fragrance,Mystique,43.17,Yes
533,Fragrance,Fantasy,55.09,Yes
534,Skincare,Dazzle Dream,55.43,Yes
535,Skincare,Luxe Mirage,75.77,No
536,Makeup,Velvet Vixen,56.07,No
537,Fragrance,Fantasy,34.32,No
538,Makeup,Luxe Mirage,16.34,Yes
539,Haircare,Glimmer & Glow,36.98,No
540,Haircare,Dazzle Dream,22.86,No
541,Haircare,Fantasy,54.04,Yes
542,Nail Care,Dazzle Dream,96.18,No
543,Haircare,Dazzle Dream,60.27,Yes
544,Nail Care,Glimmer & Glow,38.24,No
545,Haircare,Mystique,36.57,No
546,Haircare,Fantasy,23.49,Yes
547,Body Care,Dazzle Dream,56.83,No
548,Makeup,Mystique,65.98,No
549,Nail Care,Dazzle Dream,42.46,Yes
550,Nail Care,Glimmer & Glow,42.89,No
551,Nail Care,Velvet Vixen,54.15,No
552,Skincare,Velvet Vixen,51.17,No
553,Fragrance,Dazzle Dream,42.75,Yes
554,Skincare,Luxe Mirage,74.41,Yes
555,Haircare,Glimmer & Glow,81.40,No
556,Nail Care,Glimmer & Glow,62.78,Yes
557,Nail Care,Dazzle Dream,20.74,No
558,Haircare,Luxe Mirage,66.76,No
559,Nail Care,Luxe Mirage,57.91,No
560,Fragrance,Dazzle Dream,33.67,Yes
561,Nail Care,Fantasy,61.05,No
562,Haircare,Luxe Mirage,48.12,No
563,Body Care,Mystique,83.23,No
564,Nail Care,Glimmer & Glow,77.22,Yes
565,Fragrance,Velvet Vixen,30.27,No
566,Fragrance,Mystique,68.32,Yes
567,Nail Care,Glimmer & Glow,42.02,Yes
568,Skincare,Luxe Mirage,28.37,No
569,Skincare,Dazzle Dream,58.31,No
570,Skincare,Fantasy,89.24,Yes
571,Makeup,Fantasy,34.17,No
572,Makeup,Dazzle Dream,92.47,Yes
573,Fragrance,Dazzle Dream,12.02,Yes
574,Haircare,Fantasy,77.37,No
575,Nail Care,Mystique,16.40,No
576,Haircare,Glimmer & Glow,41.89,Yes
577,Fragrance,Dazzle Dream,95.07,Yes
578,Skincare,Dazzle Dream,28.98,Yes
579,Skincare,Luxe Mirage,35.45,No
580,Makeup,Fantasy,44.19,Yes
581,Fragrance,Fantasy,37.41,No
582,Fragrance,Luxe Mirage,23.19,No
583,Makeup,Mystique,83.98,Yes
584,Fragrance,Dazzle Dream,89.65,No
585,Haircare,Glimmer & Glow,67.30,Yes
586,Makeup,Mystique,62.36,No
587,Skincare,Mystique,93.09,Yes
588,Body Care,Glimmer & Glow,79.08,Yes
589,Fragrance,Dazzle Dream,88.57,Yes
590,Makeup,Luxe Mirage,81.80,Yes
591,Haircare,Dazzle Dream,18.30,No
592,Haircare,Dazzle Dream,71.52,No
593,Haircare,Luxe Mirage,47.95,No
594,Nail Care,Dazzle Dream,53.01,No
595,Fragrance,Glimmer & Glow,67.95,Yes
596,Fragrance,Velvet Vixen,84.25,Yes
597,Haircare,Mystique,35.75,Yes
598,Haircare,Velvet Vixen,88.93,No
599,Skincare,Fantasy,45.60,Yes
600,Body Care,Dazzle Dream,65.44,Yes
601,Makeup,Glimmer & Glow,16.45,No
602,Skincare,Fantasy,35.02,No
603,Haircare,Mystique,46.98,Yes
604,Body Care,Dazzle Dream,69.81,Yes
605,Skincare,Velvet Vixen,85.45,No
606,Haircare,Luxe Mirage,35.63,No
607,Makeup,Luxe Mirage,83.29,No
608,Haircare,Velvet Vixen,94.92,Yes
609,Makeup,Velvet Vixen,15.71,Yes
610,Body Care,Glimmer & Glow,42.74,Yes
611,Haircare,Luxe Mirage,94.90,No
612,Fragrance,Velvet Vixen,54.80,No
613,Body Care,Fantasy,36.21,Yes
614,Haircare,Luxe Mirage,75.66,Yes
615,Skincare,Dazzle Dream,59.05,No
616,Makeup,Velvet Vixen,50.64,No
617,Skincare,Mystique,24.85,No
618,Haircare,Mystique,10.04,No
619,Haircare,Fantasy,38.48,No
620,Makeup,Glimmer & Glow,33.65,No
621,Makeup,Luxe Mirage,54.22,No
622,Skincare,Luxe Mirage,80.42,No
623,Skincare,Mystique,69.49,Yes
624,Body Care,Luxe Mirage,52.96,No
625,Skincare,Dazzle Dream,81.95,No
626,Nail Care,Dazzle Dream,42.72,Yes
627,Body Care,Mystique,54.14,No
628,Skincare,Luxe Mirage,66.92,No
629,Nail Care,Glimmer & Glow,33.41,Yes
